"SUMMONS_NUMBER","PLATE","STATE","WS_TYPE","ISSUE_DATE","VIOLATION_DESCRIPTION","VIOLATION_CODE","FINE_AMOUNT","VIOLATION_COUNTY","FRONT_OF_OPPOSITE","HOUSE_NUMBER","STREET_NAME","INTERSECT_STREET_NAME","STREET_CODE1","STREET_CODE2","STREET_CODE3"
"7935036937","YTE6804   ","PA","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","264         ","E 10th St           ","                    ","17190","10010","12110"
"7506007034","YTV4661   ","PA","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","916         ","Manhattan Ave       ","                    ","58330","46030","54010"
"7515413694","YVZ5239   ","PA","PAS","20100306","48-Bike Lane                                                                     ","48","115","K    ","F","121         ","Smith St            ","                    ","77730","68930","31830"
"7714186008","YXU99G    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","F","336         ","Ft Washington Ave   ","                    ","21190","37240","37250"
"7654284822","YXW9410   ","PA","PAS","20100306","48-Bike Lane                                                                     ","48","115","K    ","F","421         ","5th Ave             ","                    ","05580","05830","05930"
"7939466252","XM117X    ","NJ","PAS","20100330","48-Bike Lane                                                                     ","48","115","NY   ","F","432         ","Lafayette St        ","                    ","24390","17070","11820"
"7405783314","XM713G    ","NJ","PAS","20100330","48-Bike Lane                                                                     ","48","115","BX   ","F","1882        ","Grand Concourse     ","                    ","36420","52720","26970"
"7895746960","ZAT49D    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","O","647         ","Avenue C            ","                    ","12310","40404","40404"
"7388682790","X6921P    ","NJ","PAS","20100302","48-Bike Lane                                                                     ","48","115","BX   ","F","963         ","Prospect Ave        ","                    ","59520","26550","26580"
"7714185685","ZED53A    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","F","1003        ","St Nicholas Ave     ","                    ","31190","36970","32195"
"7984841159","XJ466V    ","NJ","PAS","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","1773        ","1st Ave             ","                    ","10010","18810","18820"
"7712205668","ZKZ95J    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","2133        ","1st Ave             ","                    ","10010","19150","19170"
"7933758060","YRX9035   ","NC","PAS","20100319","48-Bike Lane                                                                     ","48","115","NY   ","I","N           ","Bleecker St         ","200ft E/of Laguardia","00000","00000","00000"
